Customer Order No,Line No,Order Date,Order Details,Project No,Project Element,Division Code,Confirmed Delivery Date 1,Requested Delivery Date 1,Currency Code,Salesperson,Customer Order Type,Ord Line Status,Line Suffix,Alsis Code,Customer Order Line No,Salesperson Name
0000066471,16,7/22/2011,Ord:0000066471- Line:16   ,       ,        ,P3A,9/2/2011,9/2/2011,   ,5900,QUO,05,0,     ,0000066471160,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066471,17,7/22/2011,Ord:0000066471- Line:17   ,       ,        ,P3A,9/2/2011,9/2/2011,   ,5900,QUO,05,0,     ,0000066471170,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066471,18,7/22/2011,Ord:0000066471- Line:18   ,       ,        ,P3A,9/2/2011,9/2/2011,   ,5900,QUO,05,0,     ,0000066471180,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066471,19,7/22/2011,Ord:0000066471- Line:19   ,       ,        ,P3A,9/2/2011,9/2/2011,   ,5900,QUO,05,0,     ,0000066471190,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066471,20,7/22/2011,Ord:0000066471- Line:20   ,       ,        ,P3A,8/15/2011,7/22/2011,   ,5900,QUO,05,0,     ,0000066471200,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066494,1,7/25/2011,Ord:0000066494- Line:1    ,       ,        ,P3A,7/25/2011,7/25/2011,   ,5900,QUO,05,0,     ,000006649410,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066494,2,7/25/2011,Ord:0000066494- Line:2    ,       ,        ,P3A,9/5/2011,9/5/2011,   ,5900,QUO,05,0,     ,000006649420,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066494,3,7/25/2011,Ord:0000066494- Line:3    ,       ,        ,P3A,9/5/2011,9/5/2011,   ,5900,QUO,05,0,     ,000006649430,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066494,4,7/25/2011,Ord:0000066494- Line:4    ,       ,        ,P3A,9/5/2011,9/5/2011,   ,5900,QUO,05,0,     ,000006649440,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066602,2,7/26/2011,Ord:0000066602- Line:2    ,       ,        ,P3A,7/26/2011,7/26/2011,   ,5900,QUO,05,0,1972 ,000006660220,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066602,3,7/26/2011,Ord:0000066602- Line:3    ,       ,        ,P3A,7/26/2011,7/26/2011,   ,5900,QUO,05,0,1972 ,000006660230,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066602,4,7/26/2011,Ord:0000066602- Line:4    ,       ,        ,P3A,7/26/2011,7/26/2011,   ,5900,QUO,05,0,1974 ,000006660240,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066745,1,7/28/2011,Ord:0000066745- Line:1    ,       ,        ,P3A,7/28/2011,7/28/2011,   ,5900,QUO,05,0,1972 ,000006674510,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066854,6,7/29/2011,Ord:0000066854- Line:6    ,       ,        ,P3A,9/9/2011,9/9/2011,   ,5900,QUO,05,0,     ,000006685460,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066854,7,7/29/2011,Ord:0000066854- Line:7    ,       ,        ,P3A,9/9/2011,9/9/2011,   ,5900,QUO,05,0,     ,000006685470,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066854,8,7/29/2011,Ord:0000066854- Line:8    ,       ,        ,P3A,9/9/2011,9/9/2011,   ,5900,QUO,05,0,     ,000006685480,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066854,9,7/29/2011,Ord:0000066854- Line:9    ,       ,        ,P3A,9/9/2011,9/9/2011,   ,5900,QUO,05,0,     ,000006685490,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066905,1,8/1/2011,Ord:0000066905- Line:1    ,       ,        ,P3A,8/17/2011,8/1/2011,   ,5900,QUO,05,0,     ,000006690510,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066905,2,8/1/2011,Ord:0000066905- Line:2    ,       ,        ,P3A,8/1/2011,8/1/2011,   ,5900,QUO,05,0,     ,000006690520,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066905,3,8/1/2011,Ord:0000066905- Line:3    ,       ,        ,P3A,8/1/2011,8/1/2011,   ,5900,QUO,05,0,     ,000006690530,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066905,4,8/1/2011,Ord:0000066905- Line:4    ,       ,        ,P3A,8/1/2011,8/1/2011,   ,5900,QUO,05,0,     ,000006690540,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066905,5,8/1/2011,Ord:0000066905- Line:5    ,       ,        ,P3A,8/1/2011,8/1/2011,   ,5900,QUO,05,0,     ,000006690550,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066905,6,8/1/2011,Ord:0000066905- Line:6    ,       ,        ,P3A,8/1/2011,8/1/2011,   ,5900,QUO,05,0,     ,000006690560,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066905,7,8/1/2011,Ord:0000066905- Line:7    ,       ,        ,P3A,8/1/2011,8/1/2011,   ,5900,QUO,05,0,     ,000006690570,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066905,8,8/1/2011,Ord:0000066905- Line:8    ,       ,        ,P3A,8/1/2011,8/1/2011,   ,5900,QUO,05,0,     ,000006690580,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066905,9,8/1/2011,Ord:0000066905- Line:9    ,       ,        ,P3A,8/1/2011,8/1/2011,   ,5900,QUO,05,0,     ,000006690590,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066907,1,8/1/2011,Ord:0000066907- Line:1    ,       ,        ,P3A,8/1/2011,8/1/2011,   ,5900,QUO,05,0,     ,000006690710,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066956,1,8/2/2011,Ord:0000066956- Line:1    ,       ,        ,P3A,8/2/2011,8/2/2011,   ,5900,QUO,05,0,     ,000006695610,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066956,2,8/2/2011,Ord:0000066956- Line:2    ,       ,        ,P3A,8/2/2011,8/2/2011,   ,5900,QUO,05,0,     ,000006695620,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067176,1,8/5/2011,Ord:0000067176- Line:1    ,       ,        ,P3A,9/16/2011,9/16/2011,   ,5900,QUO,05,0,     ,000006717610,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067176,2,8/5/2011,Ord:0000067176- Line:2    ,       ,        ,P3A,12/26/2011,8/5/2011,   ,5900,QUO,05,0,     ,000006717620,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,1,8/8/2011,Ord:0000067214- Line:1    ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,000006721410,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,2,8/8/2011,Ord:0000067214- Line:2    ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,000006721420,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,3,8/8/2011,Ord:0000067214- Line:3    ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,000006721430,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,4,8/8/2011,Ord:0000067214- Line:4    ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,000006721440,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,5,8/8/2011,Ord:0000067214- Line:5    ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,000006721450,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,6,8/8/2011,Ord:0000067214- Line:6    ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,000006721460,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,7,8/8/2011,Ord:0000067214- Line:7    ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,000006721470,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,8,8/8/2011,Ord:0000067214- Line:8    ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,000006721480,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,9,8/8/2011,Ord:0000067214- Line:9    ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,000006721490,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,10,8/8/2011,Ord:0000067214- Line:10   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214100,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,11,8/8/2011,Ord:0000067214- Line:11   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,12,8/8/2011,Ord:0000067214- Line:12   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214120,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,13,8/8/2011,Ord:0000067214- Line:13   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214130,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,14,8/8/2011,Ord:0000067214- Line:14   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214140,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,15,8/8/2011,Ord:0000067214- Line:15   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214150,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,16,8/8/2011,Ord:0000067214- Line:16   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214160,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,17,8/8/2011,Ord:0000067214- Line:17   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214170,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,18,8/8/2011,Ord:0000067214- Line:18   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214180,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,19,8/8/2011,Ord:0000067214- Line:19   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214190,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,20,8/8/2011,Ord:0000067214- Line:20   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214200,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,21,8/8/2011,Ord:0000067214- Line:21   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214210,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,22,8/8/2011,Ord:0000067214- Line:22   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214220,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,23,8/8/2011,Ord:0000067214- Line:23   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214230,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,24,8/8/2011,Ord:0000067214- Line:24   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214240,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,25,8/8/2011,Ord:0000067214- Line:25   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214250,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,26,8/8/2011,Ord:0000067214- Line:26   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214260,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,27,8/8/2011,Ord:0000067214- Line:27   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214270,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,28,8/8/2011,Ord:0000067214- Line:28   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214280,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,29,8/8/2011,Ord:0000067214- Line:29   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214290,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,30,8/8/2011,Ord:0000067214- Line:30   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214300,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,31,8/8/2011,Ord:0000067214- Line:31   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214310,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,32,8/8/2011,Ord:0000067214- Line:32   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214320,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,33,8/8/2011,Ord:0000067214- Line:33   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214330,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,34,8/8/2011,Ord:0000067214- Line:34   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,0000067214340,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,35,8/8/2011,Ord:0000067214- Line:35   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,1974 ,0000067214350,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,36,8/8/2011,Ord:0000067214- Line:36   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,1974 ,0000067214360,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,37,8/8/2011,Ord:0000067214- Line:37   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,1974 ,0000067214370,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,38,8/8/2011,Ord:0000067214- Line:38   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,1974 ,0000067214380,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,39,8/8/2011,Ord:0000067214- Line:39   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,1974 ,0000067214390,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,40,8/8/2011,Ord:0000067214- Line:40   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,1974 ,0000067214400,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,41,8/8/2011,Ord:0000067214- Line:41   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,1974 ,0000067214410,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,42,8/8/2011,Ord:0000067214- Line:42   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214420,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,43,8/8/2011,Ord:0000067214- Line:43   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214430,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,44,8/8/2011,Ord:0000067214- Line:44   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214440,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,45,8/8/2011,Ord:0000067214- Line:45   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214450,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,46,8/8/2011,Ord:0000067214- Line:46   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214460,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,47,8/8/2011,Ord:0000067214- Line:47   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214470,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,48,8/8/2011,Ord:0000067214- Line:48   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214480,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,49,8/8/2011,Ord:0000067214- Line:49   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214490,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,50,8/8/2011,Ord:0000067214- Line:50   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214500,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,51,8/8/2011,Ord:0000067214- Line:51   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214510,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,52,8/8/2011,Ord:0000067214- Line:52   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214520,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,53,8/8/2011,Ord:0000067214- Line:53   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214530,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,54,8/8/2011,Ord:0000067214- Line:54   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214540,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,55,8/8/2011,Ord:0000067214- Line:55   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214550,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,56,8/8/2011,Ord:0000067214- Line:56   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214560,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,57,8/8/2011,Ord:0000067214- Line:57   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214570,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,58,8/8/2011,Ord:0000067214- Line:58   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214580,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,59,8/8/2011,Ord:0000067214- Line:59   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214590,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,60,8/8/2011,Ord:0000067214- Line:60   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214600,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,61,8/8/2011,Ord:0000067214- Line:61   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214610,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,62,8/8/2011,Ord:0000067214- Line:62   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214620,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,63,8/8/2011,Ord:0000067214- Line:63   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214630,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,64,8/8/2011,Ord:0000067214- Line:64   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214640,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,65,8/8/2011,Ord:0000067214- Line:65   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214650,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,66,8/8/2011,Ord:0000067214- Line:66   ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,1974 ,0000067214660,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,67,8/8/2011,Ord:0000067214- Line:67   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214670,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,68,8/8/2011,Ord:0000067214- Line:68   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214680,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,69,8/8/2011,Ord:0000067214- Line:69   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214690,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,70,8/8/2011,Ord:0000067214- Line:70   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214700,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067214,71,8/8/2011,Ord:0000067214- Line:71   ,       ,        ,P3A,9/19/2011,9/19/2011,   ,5900,QUO,05,0,1974 ,0000067214710,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067224,1,8/8/2011,Ord:0000067224- Line:1    ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,000006722410,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067224,2,8/8/2011,Ord:0000067224- Line:2    ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,000006722420,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067231,1,8/8/2011,Ord:0000067231- Line:1    ,       ,        ,P3A,8/24/2011,8/8/2011,   ,5900,QUO,05,0,1972 ,000006723110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067343,1,8/9/2011,Ord:0000067343- Line:1    ,       ,        ,P3A,9/20/2011,9/20/2011,   ,5900,QUO,05,0,     ,000006734310,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067343,2,8/9/2011,Ord:0000067343- Line:2    ,       ,        ,P3A,9/20/2011,9/20/2011,   ,5900,QUO,05,0,     ,000006734320,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067343,3,8/9/2011,Ord:0000067343- Line:3    ,       ,        ,P3A,9/20/2011,9/20/2011,   ,5900,QUO,05,0,     ,000006734330,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067343,4,8/9/2011,Ord:0000067343- Line:4    ,       ,        ,P3A,9/20/2011,9/20/2011,   ,5900,QUO,05,0,     ,000006734340,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067343,5,8/9/2011,Ord:0000067343- Line:5    ,       ,        ,P3A,9/20/2011,9/20/2011,   ,5900,QUO,05,0,     ,000006734350,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067343,6,8/9/2011,Ord:0000067343- Line:6    ,       ,        ,P3A,9/20/2011,9/20/2011,   ,5900,QUO,05,0,     ,000006734360,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067343,7,8/9/2011,Ord:0000067343- Line:7    ,       ,        ,P3A,9/20/2011,9/20/2011,   ,5900,QUO,05,0,     ,000006734370,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067343,8,8/9/2011,Ord:0000067343- Line:8    ,       ,        ,P3A,9/20/2011,9/20/2011,   ,5900,QUO,05,0,     ,000006734380,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067343,9,8/9/2011,Ord:0000067343- Line:9    ,       ,        ,P3A,9/20/2011,9/20/2011,   ,5900,QUO,05,0,     ,000006734390,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067343,10,8/9/2011,Ord:0000067343- Line:10   ,       ,        ,P3A,9/20/2011,9/20/2011,   ,5900,QUO,05,0,     ,0000067343100,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067343,11,8/9/2011,Ord:0000067343- Line:11   ,       ,        ,P3A,9/20/2011,9/20/2011,   ,5900,QUO,05,0,     ,0000067343110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067343,12,8/9/2011,Ord:0000067343- Line:12   ,       ,        ,P3A,9/20/2011,9/20/2011,   ,5900,QUO,05,0,     ,0000067343120,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067343,13,8/9/2011,Ord:0000067343- Line:13   ,       ,        ,P3A,9/20/2011,9/20/2011,   ,5900,QUO,05,0,     ,0000067343130,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067343,14,8/9/2011,Ord:0000067343- Line:14   ,       ,        ,P3A,9/20/2011,9/20/2011,   ,5900,QUO,05,0,     ,0000067343140,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067343,15,8/9/2011,Ord:0000067343- Line:15   ,       ,        ,P3A,9/20/2011,9/20/2011,   ,5900,QUO,05,0,     ,0000067343150,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067343,16,8/9/2011,Ord:0000067343- Line:16   ,       ,        ,P3A,9/22/2011,9/22/2011,   ,5900,QUO,05,0,     ,0000067343160,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067343,17,8/9/2011,Ord:0000067343- Line:17   ,       ,        ,P3A,9/22/2011,9/22/2011,   ,5900,QUO,05,0,     ,0000067343170,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067343,18,8/9/2011,Ord:0000067343- Line:18   ,       ,        ,P3A,9/23/2011,9/23/2011,   ,5900,QUO,05,0,1973 ,0000067343180,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067343,19,8/9/2011,Ord:0000067343- Line:19   ,       ,        ,P3A,9/23/2011,9/23/2011,   ,5900,QUO,05,0,1973 ,0000067343190,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067343,20,8/9/2011,Ord:0000067343- Line:20   ,       ,        ,P3A,9/23/2011,9/23/2011,   ,5900,QUO,05,0,1973 ,0000067343200,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067343,21,8/9/2011,Ord:0000067343- Line:21   ,       ,        ,P3A,9/23/2011,9/23/2011,   ,5900,QUO,05,0,1973 ,0000067343210,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067356,1,8/10/2011,Ord:0000067356- Line:1    ,       ,        ,P3A,9/21/2011,9/21/2011,   ,5900,QUO,05,0,1974 ,000006735610,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067422,2,8/11/2011,Ord:0000067422- Line:2    ,       ,        ,P3A,9/22/2011,9/22/2011,   ,5900,QUO,05,0,1974 ,000006742220,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067422,3,8/11/2011,Ord:0000067422- Line:3    ,       ,        ,P3A,9/22/2011,9/22/2011,   ,5900,QUO,05,0,1974 ,000006742230,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067422,4,8/11/2011,Ord:0000067422- Line:4    ,       ,        ,P3A,9/22/2011,9/22/2011,   ,5900,QUO,05,0,1974 ,000006742240,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067422,5,8/11/2011,Ord:0000067422- Line:5    ,       ,        ,P3A,9/22/2011,9/22/2011,   ,5900,QUO,05,0,1974 ,000006742250,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067422,6,8/11/2011,Ord:0000067422- Line:6    ,       ,        ,P3A,8/27/2011,8/11/2011,   ,5900,QUO,05,0,1974 ,000006742260,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067422,7,8/11/2011,Ord:0000067422- Line:7    ,       ,        ,P3A,9/22/2011,9/22/2011,   ,5900,QUO,05,0,1974 ,000006742270,SANITARY EQUIPMENT ( EXCL. FLOW )
0000067465,1,8/11/2011,Ord:0000067465- Line:1    ,       ,        ,P3A,8/27/2011,8/11/2011,   ,5900,QUO,05,0,1972 ,000006746510,SANITARY EQUIPMENT ( EXCL. FLOW )
